Parcel_ID,Date,Depot_ID,Vehicle_Type,Service_Level,Weight_kg,Distance_km,Delivery_Status,Customer_Satisfaction_Score,CO2_Emissions_kg
PNL00002903,2025-03-20,D005,Electric Van,Standard,6.1,38.4,Delivered,4,0.0
PNL00002904,2025-03-27,D001,Cargo Bike,International,7.99,4.4,Delivered,1,0.0
PNL00002905,2025-01-14,D007,Electric Van,International,21.05,27.5,Delivered,5,0.0
PNL00002906,2025-01-27,D005,Diesel Van,Next Day,28.56,9.9,Delayed,10,1.485
PNL00002907,2025-02-09,D002,Electric Van,International,21.33,11.8,Delivered,8,0.0
PNL00002908,2025-02-27,D007,Diesel Van,Standard,13.4,13.8,Delivered,3,2.07
PNL00002909,2025-01-28,D004,Cargo Bike,Standard,5.15,3.6,Delivered,10,0.0
PNL00002910,2025-01-26,D002,Diesel Van,International,13.88,9.6,Delivered,4,1.44
PNL00002911,2025-03-04,D004,Diesel Van,Next Day,18.24,30.0,Delivered,4,4.5
PNL00002912,2025-03-07,D004,Electric Van,International,10.0,23.4,Delivered,6,0.0
PNL00002913,2025-01-25,D005,Cargo Bike,International,15.36,36.3,Delivered,9,0.0
PNL00002914,2025-01-03,D002,Diesel Van,Standard,3.99,4.6,Delivered,10,0.69
PNL00002915,2025-03-13,D002,Diesel Van,Next Day,13.62,40.2,Delivered,3,6.03
PNL00002916,2025-02-13,D001,Cargo Bike,Next Day,2.81,44.8,Delivered,4,0.0
PNL00002917,2025-02-11,D007,Electric Van,Next Day,1.57,2.7,Delayed,6,0.0
PNL00002918,2025-01-06,D002,Cargo Bike,Next Day,25.73,43.6,Delivered,6,0.0
PNL00002919,2025-02-08,D001,Diesel Van,Standard,6.23,12.1,Delivered,7,1.815
PNL00002920,2025-02-21,D003,Diesel Van,Next Day,17.3,31.8,Delivered,1,4.77
PNL00002921,2025-01-23,D003,Electric Van,Next Day,4.55,14.6,Delivered,9,0.0
PNL00002922,2025-03-30,D003,Large Truck,Next Day,7.95,24.4,Delivered,2,20.74
PNL00002923,2025-02-19,D006,Cargo Bike,Standard,10.9,23.9,Delivered,4,0.0
PNL00002924,2025-02-12,D002,Electric Van,Standard,4.4,17.5,Delivered,3,0.0
PNL00002925,2025-01-19,D006,Diesel Van,Next Day,1.47,32.9,Delivered,3,4.935
PNL00002926,2025-03-10,D007,Cargo Bike,Standard,26.33,27.8,Delivered,5,0.0
PNL00002927,2025-02-20,D002,Diesel Van,International,0.45,23.9,Delivered,7,3.5849999999999995
PNL00002928,2025-01-11,D001,Cargo Bike,Next Day,1.93,44.3,Delivered,7,0.0
PNL00002929,2025-01-12,D006,Diesel Van,Standard,24.17,42.4,Delivered,7,6.359999999999999
PNL00002930,2025-03-15,D006,Cargo Bike,Next Day,8.53,43.1,Delivered,3,0.0
PNL00002931,2025-01-08,D007,Diesel Van,Next Day,21.71,39.9,Delivered,9,5.984999999999999
PNL00002932,2025-01-24,D006,Electric Van,Standard,4.47,13.0,Delivered,6,0.0
PNL00002933,2025-02-10,D004,Diesel Van,International,7.19,17.0,Delivered,10,2.55
PNL00002934,2025-02-05,D001,Large Truck,Next Day,17.23,11.9,Delivered,8,10.115
PNL00002935,2025-03-26,D003,Diesel Van,International,29.66,44.4,Delivered,1,6.659999999999999
PNL00002936,2025-03-13,D001,Diesel Van,Standard,2.3,8.6,Delivered,4,1.2899999999999998
PNL00002937,2025-02-24,D004,Diesel Van,Next Day,12.08,17.8,Delivered,7,2.67
PNL00002938,2025-01-09,D007,Diesel Van,Standard,1.39,10.6,Failed-Address,9,1.5899999999999999
PNL00002939,2025-02-16,D007,Cargo Bike,Standard,6.06,11.6,Delivered,3,0.0
PNL00002940,2025-01-15,D002,Cargo Bike,Standard,27.23,12.6,Delivered,6,0.0
PNL00002941,2025-02-17,D001,Electric Van,Standard,2.98,29.5,Delivered,8,0.0
PNL00002942,2025-03-23,D007,Large Truck,Next Day,25.72,5.3,Delivered,3,4.505
PNL00002943,2025-02-11,D006,Cargo Bike,International,5.42,26.6,Delivered,6,0.0
PNL00002944,2025-03-01,D007,Cargo Bike,International,25.87,37.2,Delivered,9,0.0
PNL00002945,2025-03-25,D007,Diesel Van,Next Day,16.19,35.0,Delivered,9,5.25
PNL00002946,2025-03-11,D007,Cargo Bike,Next Day,26.36,8.5,Delivered,6,0.0
PNL00002947,2025-01-12,D007,Electric Van,International,4.64,41.3,Delivered,5,0.0
PNL00002948,2025-01-02,D003,Diesel Van,International,22.88,35.1,Delivered,1,5.265
PNL00002949,2025-01-07,D003,Cargo Bike,Next Day,20.45,2.2,Delivered,3,0.0
PNL00002950,2025-03-21,D002,Electric Van,Standard,16.33,33.7,Delivered,3,0.0
PNL00002951,2025-01-03,D007,Electric Van,Next Day,24.34,33.7,Delivered,4,0.0
PNL00002952,2025-01-03,D001,Cargo Bike,International,19.48,23.4,Delivered,5,0.0
PNL00002953,2025-01-27,D004,Cargo Bike,Standard,26.32,4.0,Delivered,8,0.0
PNL00002954,2025-02-09,D002,Electric Van,International,11.49,26.9,Delivered,9,0.0
PNL00002955,2025-02-02,D001,Cargo Bike,Standard,17.74,34.9,Delivered,7,0.0
PNL00002956,2025-01-01,D007,Diesel Van,International,26.13,13.6,Delivered,10,2.04
PNL00002957,2025-01-08,D005,Diesel Van,Standard,6.52,30.7,Delivered,6,4.6049999999999995
PNL00002958,2025-02-01,D007,Cargo Bike,Next Day,14.62,17.2,Delivered,3,0.0
PNL00002959,2025-02-17,D003,Diesel Van,Next Day,28.83,26.7,Delivered,9,4.005
PNL00002960,2025-01-04,D004,Electric Van,Standard,14.26,18.5,Delivered,10,0.0
PNL00002961,2025-03-11,D006,Electric Van,Standard,7.66,15.1,Delivered,1,0.0
PNL00002962,2025-01-19,D004,Diesel Van,Next Day,10.6,38.8,Delivered,9,5.819999999999999
PNL00002963,2025-02-01,D006,Diesel Van,Next Day,26.56,34.4,Delivered,3,5.159999999999999
PNL00002964,2025-01-09,D004,Cargo Bike,Standard,28.65,16.9,Delivered,9,0.0
PNL00002965,2025-01-12,D003,Cargo Bike,Standard,28.51,20.7,Delivered,10,0.0
PNL00002966,2025-01-11,D006,Diesel Van,Next Day,21.0,31.7,Delivered,1,4.755
PNL00002967,2025-02-15,D001,Cargo Bike,International,15.34,36.9,Delivered,8,0.0
PNL00002968,2025-01-16,D006,Electric Van,Next Day,5.56,31.4,Delivered,6,0.0
PNL00002969,2025-01-01,D002,Electric Van,Standard,3.78,25.3,Delivered,9,0.0
PNL00002970,2025-03-04,D001,Cargo Bike,Standard,1.89,43.0,Delivered,4,0.0
PNL00002971,2025-01-21,D002,Electric Van,International,0.63,35.3,Delivered,5,0.0
PNL00002972,2025-01-30,D007,Electric Van,Next Day,26.36,7.0,Delivered,6,0.0
PNL00002973,2025-01-13,D004,Diesel Van,Standard,24.29,26.0,Delivered,9,3.9
PNL00002974,2025-02-03,D001,Diesel Van,Next Day,17.08,19.6,Delivered,6,2.94
PNL00002975,2025-01-04,D004,Cargo Bike,Standard,29.96,36.2,Delivered,9,0.0
PNL00002976,2025-01-28,D007,Electric Van,International,28.6,3.9,Delivered,2,0.0
PNL00002977,2025-02-28,D005,Electric Van,Next Day,19.69,19.7,Delivered,4,0.0
PNL00002978,2025-01-27,D004,Diesel Van,Next Day,13.99,15.7,Delivered,3,2.355
PNL00002979,2025-03-10,D007,Diesel Van,International,4.65,8.1,Delivered,4,1.2149999999999999
PNL00002980,2025-01-25,D004,Diesel Van,Standard,15.52,18.3,Delivered,1,2.745
PNL00002981,2025-01-03,D007,Diesel Van,Standard,4.82,30.9,Delivered,2,4.635
PNL00002982,2025-03-09,D002,Cargo Bike,Next Day,12.01,17.6,Delivered,4,0.0
PNL00002983,2025-01-25,D007,Large Truck,International,28.29,26.9,Delivered,10,22.865
PNL00002984,2025-01-20,D006,Electric Van,Next Day,10.33,27.5,Delivered,4,0.0
PNL00002985,2025-02-03,D005,Diesel Van,Next Day,4.67,27.2,Delivered,5,4.08
PNL00002986,2025-01-26,D004,Diesel Van,Standard,17.51,24.8,Delivered,9,3.7199999999999998
PNL00002987,2025-01-05,D007,Large Truck,Standard,18.11,7.0,Delivered,1,5.95
PNL00002988,2025-03-02,D007,Large Truck,Standard,5.89,11.4,Delivered,8,9.69
PNL00002989,2025-01-09,D004,Electric Van,Standard,5.98,36.4,Returned,3,0.0
PNL00002990,2025-02-19,D005,Cargo Bike,Standard,29.69,23.6,Delivered,9,0.0
PNL00002991,2025-01-06,D005,Diesel Van,International,7.37,32.4,Delivered,8,4.859999999999999
PNL00002992,2025-03-24,D007,Electric Van,Next Day,25.16,26.5,Delayed,8,0.0
PNL00002993,2025-03-01,D001,Electric Van,International,14.16,3.7,Delivered,9,0.0
PNL00002994,2025-02-13,D002,Diesel Van,Next Day,13.11,36.2,Delivered,4,5.430000000000001
PNL00002995,2025-01-11,D005,Diesel Van,Standard,8.92,4.8,Delivered,5,0.72
PNL00002996,2025-03-07,D005,Electric Van,International,23.24,42.6,Delivered,7,0.0
PNL00002997,2025-02-16,D003,Diesel Van,Next Day,26.43,11.3,Delivered,2,1.695
PNL00002998,2025-03-14,D006,Electric Van,Standard,7.91,24.0,Delivered,7,0.0
PNL00002999,2025-03-26,D005,Diesel Van,Standard,2.94,4.7,Failed-Address,3,0.705
PNL00003000,2025-03-29,D002,Diesel Van,International,4.19,40.5,Delivered,6,6.075
PNL00003001,2025-03-27,D006,Electric Van,International,23.8,44.1,Delivered,6,0.0
PNL00003002,2025-01-03,D006,Diesel Van,International,13.13,8.3,Delivered,6,1.245
PNL00003003,2025-03-17,D004,Electric Van,Standard,4.04,14.7,Delivered,10,0.0
PNL00003004,2025-01-30,D004,Diesel Van,Next Day,10.27,2.7,Delivered,2,0.405
PNL00003005,2025-03-31,D004,Electric Van,Next Day,15.48,35.8,Delivered,9,0.0
PNL00003006,2025-01-21,D004,Diesel Van,International,25.58,15.4,Delivered,8,2.31
PNL00003007,2025-01-28,D003,Electric Van,Next Day,19.29,27.3,Delivered,7,0.0
PNL00003008,2025-03-31,D005,Diesel Van,Standard,5.36,3.7,Delivered,9,0.555
PNL00003009,2025-03-03,D004,Cargo Bike,Next Day,4.85,32.8,Delivered,4,0.0
PNL00003010,2025-02-02,D007,Electric Van,Standard,12.43,24.8,Delivered,2,0.0
PNL00003011,2025-03-26,D001,Diesel Van,International,2.35,33.2,Delivered,4,4.98
PNL00003012,2025-02-04,D004,Electric Van,Next Day,22.69,36.0,Delivered,10,0.0
PNL00003013,2025-02-21,D005,Diesel Van,Standard,12.1,5.8,Delivered,3,0.87
PNL00003014,2025-02-03,D004,Electric Van,International,10.36,26.9,Delivered,2,0.0
PNL00003015,2025-02-10,D003,Diesel Van,International,15.32,29.9,Delayed,2,4.484999999999999
PNL00003016,2025-02-20,D002,Diesel Van,International,21.3,24.2,Delivered,8,3.63
PNL00003017,2025-02-16,D002,Large Truck,International,17.12,9.8,Delivered,5,8.33
PNL00003018,2025-03-23,D005,Diesel Van,Next Day,24.09,36.2,Delivered,6,5.430000000000001
PNL00003019,2025-02-27,D007,Diesel Van,Standard,18.92,44.9,Delivered,8,6.734999999999999
PNL00003020,2025-03-16,D002,Diesel Van,Next Day,23.66,43.7,Delivered,7,6.555000000000001
PNL00003021,2025-02-26,D002,Large Truck,Standard,20.93,35.4,Delivered,7,30.089999999999996
PNL00003022,2025-01-23,D001,Cargo Bike,International,5.87,20.0,Delivered,7,0.0
PNL00003023,2025-02-17,D005,Electric Van,Next Day,1.67,16.5,Delivered,7,0.0
PNL00003024,2025-01-22,D007,Cargo Bike,International,27.11,4.9,Delivered,8,0.0
PNL00003025,2025-01-17,D005,Diesel Van,Standard,28.38,19.9,Delivered,1,2.985
PNL00003026,2025-03-10,D002,Cargo Bike,International,21.84,8.7,Delivered,3,0.0
PNL00003027,2025-01-11,D002,Cargo Bike,Next Day,21.75,12.9,Delivered,1,0.0
PNL00003028,2025-01-15,D002,Electric Van,Next Day,8.18,40.4,Delivered,8,0.0
PNL00003029,2025-02-04,D006,Cargo Bike,Standard,16.32,43.6,Delivered,2,0.0
PNL00003030,2025-02-02,D003,Electric Van,Standard,29.77,42.8,Delivered,7,0.0
PNL00003031,2025-03-25,D004,Electric Van,Next Day,25.7,10.3,Delivered,6,0.0
PNL00003032,2025-01-16,D003,Electric Van,Next Day,9.2,40.7,Delivered,1,0.0
PNL00003033,2025-02-03,D005,Cargo Bike,Next Day,9.1,8.1,Delivered,6,0.0
PNL00003034,2025-03-07,D001,Electric Van,Next Day,14.56,23.8,Delivered,9,0.0
PNL00003035,2025-02-09,D004,Electric Van,Standard,12.2,29.7,Delivered,3,0.0
PNL00003036,2025-01-28,D001,Cargo Bike,Next Day,11.2,21.9,Delivered,7,0.0
PNL00003037,2025-02-16,D007,Electric Van,Standard,18.85,42.9,Delivered,4,0.0
PNL00003038,2025-02-08,D006,Electric Van,Next Day,0.44,16.3,Delivered,1,0.0
PNL00003039,2025-03-11,D005,Electric Van,Next Day,22.92,24.7,Delivered,7,0.0
PNL00003040,2025-03-14,D006,Diesel Van,International,22.23,5.2,Delivered,1,0.78
PNL00003041,2025-01-20,D005,Diesel Van,International,24.93,38.6,Delivered,4,5.79
PNL00003042,2025-01-01,D001,Electric Van,Next Day,25.26,19.8,Delayed,9,0.0
PNL00003043,2025-03-13,D001,Large Truck,Standard,17.04,32.1,Delivered,5,27.285
PNL00003044,2025-03-28,D001,Cargo Bike,Next Day,23.42,31.3,Delivered,7,0.0
PNL00003045,2025-03-04,D005,Diesel Van,International,14.82,31.1,Delivered,7,4.665
PNL00003046,2025-03-08,D002,Diesel Van,Next Day,28.55,23.8,Delivered,3,3.57
PNL00003047,2025-01-04,D001,Diesel Van,International,5.8,13.9,Delayed,8,2.085
PNL00003048,2025-02-27,D006,Diesel Van,Next Day,27.48,28.9,Delivered,1,4.335
PNL00003049,2025-01-25,D007,Electric Van,Next Day,7.83,43.4,Delivered,4,0.0
PNL00003050,2025-02-16,D004,Electric Van,Standard,3.17,37.9,Delivered,10,0.0
PNL00003051,2025-02-07,D005,Cargo Bike,International,13.23,6.7,Returned,4,0.0
PNL00003052,2025-01-15,D006,Electric Van,International,18.49,3.0,Delivered,2,0.0
PNL00003053,2025-03-04,D003,Diesel Van,International,7.01,23.5,Delivered,6,3.525
PNL00003054,2025-01-21,D007,Cargo Bike,Standard,16.72,35.4,Delivered,1,0.0
PNL00003055,2025-02-26,D003,Diesel Van,Next Day,24.26,15.5,Delayed,3,2.3249999999999997
PNL00003056,2025-02-22,D004,Diesel Van,Standard,7.79,32.2,Delivered,9,4.83
PNL00003057,2025-02-15,D002,Diesel Van,Next Day,17.45,42.1,Delivered,10,6.315
PNL00003058,2025-01-14,D001,Electric Van,Standard,10.25,21.7,Delivered,6,0.0
PNL00003059,2025-03-17,D005,Cargo Bike,Standard,15.94,12.5,Delivered,2,0.0
PNL00003060,2025-01-17,D006,Diesel Van,International,20.04,41.5,Delivered,9,6.225
PNL00003061,2025-02-08,D001,Cargo Bike,Standard,10.58,22.3,Delivered,2,0.0
PNL00003062,2025-01-09,D006,Large Truck,Next Day,29.84,19.5,Delivered,7,16.575
PNL00003063,2025-03-18,D005,Large Truck,Standard,16.96,17.2,Delivered,1,14.62
PNL00003064,2025-03-20,D003,Large Truck,Standard,24.75,20.2,Delivered,5,17.169999999999998
PNL00003065,2025-03-23,D001,Diesel Van,Next Day,21.78,31.0,Delivered,7,4.6499999999999995
PNL00003066,2025-01-06,D004,Diesel Van,International,25.6,20.6,Returned,3,3.0900000000000003
PNL00003067,2025-01-23,D002,Diesel Van,Next Day,5.3,15.9,Delivered,4,2.385
PNL00003068,2025-02-28,D004,Diesel Van,Next Day,6.75,34.0,Delivered,5,5.1
PNL00003069,2025-02-15,D002,Cargo Bike,Next Day,14.67,10.7,Delivered,3,0.0
PNL00003070,2025-02-07,D007,Electric Van,Standard,25.58,10.7,Delivered,6,0.0
PNL00003071,2025-01-14,D006,Large Truck,Standard,6.01,31.9,Delivered,3,27.115
PNL00003072,2025-03-13,D001,Cargo Bike,Next Day,29.13,39.3,Delivered,8,0.0
PNL00003073,2025-03-03,D001,Large Truck,Next Day,3.92,12.4,Delivered,7,10.54
PNL00003074,2025-02-04,D007,Cargo Bike,International,5.33,10.2,Delivered,1,0.0
PNL00003075,2025-01-19,D002,Electric Van,Standard,5.1,30.8,Delivered,2,0.0
PNL00003076,2025-01-30,D003,Electric Van,Standard,17.62,28.7,Delivered,4,0.0
PNL00003077,2025-03-19,D005,Electric Van,Standard,27.53,21.2,Delivered,5,0.0
PNL00003078,2025-03-25,D004,Electric Van,Standard,7.73,6.1,Delayed,10,0.0
PNL00003079,2025-01-25,D007,Diesel Van,Next Day,16.64,5.9,Delivered,4,0.885
PNL00003080,2025-02-09,D006,Cargo Bike,Next Day,5.36,35.4,Delivered,4,0.0
PNL00003081,2025-03-29,D007,Cargo Bike,International,18.97,21.4,Delivered,9,0.0
PNL00003082,2025-01-14,D004,Diesel Van,Standard,3.79,38.9,Delivered,4,5.835
PNL00003083,2025-01-26,D004,Electric Van,Standard,14.79,26.7,Delivered,4,0.0
PNL00003084,2025-03-28,D006,Electric Van,Next Day,19.69,28.6,Delivered,4,0.0
PNL00003085,2025-01-22,D006,Electric Van,International,17.42,42.2,Delayed,2,0.0
PNL00003086,2025-02-17,D001,Diesel Van,Next Day,4.29,9.1,Delivered,8,1.365
PNL00003087,2025-03-24,D004,Diesel Van,Standard,4.93,25.4,Delivered,4,3.8099999999999996
PNL00003088,2025-02-20,D005,Electric Van,Standard,20.17,4.5,Delivered,5,0.0
PNL00003089,2025-01-03,D005,Diesel Van,International,24.29,17.4,Delivered,8,2.61
PNL00003090,2025-02-11,D002,Electric Van,Next Day,27.25,8.4,Delivered,4,0.0
PNL00003091,2025-01-19,D007,Diesel Van,Standard,24.43,10.1,Delivered,5,1.515
PNL00003092,2025-03-14,D006,Diesel Van,Standard,29.22,42.2,Delivered,5,6.33
PNL00003093,2025-01-28,D001,Diesel Van,International,12.31,28.3,Delivered,6,4.245
PNL00003094,2025-03-25,D005,Diesel Van,Standard,10.0,40.4,Delivered,7,6.06
PNL00003095,2025-02-14,D003,Large Truck,Standard,0.94,21.1,Delivered,3,17.935000000000002
PNL00003096,2025-03-12,D001,Electric Van,Next Day,13.55,27.7,Delivered,10,0.0
PNL00003097,2025-03-19,D001,Diesel Van,International,19.58,3.4,Delivered,3,0.51
PNL00003098,2025-03-04,D005,Cargo Bike,International,24.48,22.2,Delivered,9,0.0
PNL00003099,2025-03-14,D003,Diesel Van,International,8.1,26.3,Delivered,1,3.945
PNL00003100,2025-01-19,D002,Large Truck,Next Day,15.46,2.7,Delivered,10,2.295
PNL00003101,2025-02-16,D005,Diesel Van,International,19.89,35.9,Delivered,8,5.385
PNL00003102,2025-01-14,D003,Diesel Van,Standard,16.59,14.7,Delivered,10,2.2049999999999996
PNL00003103,2025-02-07,D001,Electric Van,International,8.29,21.5,Delivered,3,0.0
PNL00003104,2025-02-22,D003,Diesel Van,Standard,23.91,25.0,Delivered,5,3.75
PNL00003105,2025-03-02,D001,Electric Van,International,5.28,44.7,Delivered,3,0.0
PNL00003106,2025-02-05,D007,Electric Van,International,27.16,6.3,Delayed,10,0.0
PNL00003107,2025-02-09,D005,Diesel Van,Next Day,28.58,25.9,Delivered,1,3.885
PNL00003108,2025-03-22,D006,Diesel Van,International,11.03,24.8,Delivered,10,3.7199999999999998
PNL00003109,2025-01-30,D005,Electric Van,International,11.35,5.0,Delivered,5,0.0
PNL00003110,2025-01-09,D007,Diesel Van,Next Day,22.32,29.3,Delivered,8,4.395
PNL00003111,2025-03-05,D004,Diesel Van,Standard,13.74,14.3,Delivered,5,2.145
PNL00003112,2025-02-02,D004,Electric Van,International,0.96,6.5,Delivered,4,0.0
PNL00003113,2025-02-21,D004,Diesel Van,International,27.6,9.7,Delivered,9,1.4549999999999998
PNL00003114,2025-03-30,D005,Cargo Bike,Standard,12.98,37.4,Delivered,1,0.0
PNL00003115,2025-01-14,D002,Diesel Van,Next Day,6.18,6.5,Delivered,5,0.975
PNL00003116,2025-03-16,D005,Diesel Van,International,16.71,22.1,Delivered,1,3.315
PNL00003117,2025-02-22,D007,Diesel Van,Next Day,6.65,10.4,Delayed,6,1.56
PNL00003118,2025-02-28,D007,Diesel Van,Standard,6.26,9.0,Delivered,10,1.3499999999999999
PNL00003119,2025-03-19,D006,Large Truck,Standard,16.42,10.8,Delivered,9,9.18
PNL00003120,2025-02-10,D003,Diesel Van,Next Day,11.79,23.2,Delivered,2,3.48
PNL00003121,2025-03-09,D005,Electric Van,Standard,17.23,12.2,Delivered,4,0.0
PNL00003122,2025-03-09,D005,Diesel Van,Standard,29.91,6.2,Delivered,8,0.9299999999999999
PNL00003123,2025-01-08,D001,Cargo Bike,International,25.78,36.5,Delivered,3,0.0
PNL00003124,2025-01-02,D007,Electric Van,Next Day,0.33,25.2,Delayed,7,0.0
PNL00003125,2025-03-27,D001,Large Truck,International,1.61,8.7,Delivered,7,7.395
PNL00003126,2025-02-10,D001,Large Truck,Next Day,18.34,22.3,Delivered,2,18.955000000000002
PNL00003127,2025-02-24,D005,Electric Van,International,18.83,4.9,Delivered,10,0.0
PNL00003128,2025-01-16,D002,Large Truck,Standard,26.36,27.0,Delivered,4,22.95
PNL00003129,2025-03-03,D003,Diesel Van,Next Day,18.91,16.6,Delivered,1,2.49
PNL00003130,2025-02-17,D003,Cargo Bike,Next Day,6.91,6.5,Delivered,8,0.0
PNL00003131,2025-01-30,D007,Diesel Van,Next Day,14.11,9.9,Delivered,10,1.485
PNL00003132,2025-01-12,D006,Diesel Van,Next Day,24.29,16.9,Delivered,10,2.5349999999999997
PNL00003133,2025-02-04,D007,Diesel Van,Standard,27.69,36.7,Delivered,9,5.505
PNL00003134,2025-01-11,D002,Cargo Bike,Standard,7.18,9.5,Delivered,1,0.0
PNL00003135,2025-03-05,D002,Electric Van,Standard,16.23,6.7,Delivered,7,0.0
PNL00003136,2025-02-19,D003,Diesel Van,International,4.85,24.2,Delivered,1,3.63
PNL00003137,2025-03-26,D004,Electric Van,Standard,14.96,26.0,Delivered,1,0.0
PNL00003138,2025-01-21,D001,Diesel Van,International,2.79,5.9,Delivered,9,0.885
PNL00003139,2025-03-10,D001,Diesel Van,International,28.26,14.2,Delivered,10,2.13
PNL00003140,2025-02-17,D003,Diesel Van,Standard,19.18,13.3,Delivered,10,1.995
PNL00003141,2025-01-20,D007,Diesel Van,Standard,25.64,10.0,Delayed,6,1.5
PNL00003142,2025-03-08,D002,Electric Van,Standard,29.95,15.6,Delayed,1,0.0
PNL00003143,2025-02-13,D007,Electric Van,International,5.56,3.6,Returned,7,0.0
PNL00003144,2025-02-02,D006,Electric Van,Next Day,20.85,30.0,Delivered,3,0.0
PNL00003145,2025-03-14,D004,Diesel Van,Standard,26.62,44.5,Delivered,10,6.675
PNL00003146,2025-03-02,D003,Large Truck,International,17.32,29.3,Delivered,4,24.905
PNL00003147,2025-01-09,D001,Electric Van,International,19.23,17.5,Delivered,4,0.0
PNL00003148,2025-03-09,D005,Large Truck,Standard,12.29,30.7,Delivered,8,26.095
PNL00003149,2025-02-04,D007,Cargo Bike,International,20.28,26.6,Delivered,1,0.0
PNL00003150,2025-03-22,D002,Diesel Van,Standard,11.93,38.4,Delivered,8,5.76
PNL00003151,2025-03-29,D005,Diesel Van,International,14.35,28.7,Delivered,9,4.305
PNL00003152,2025-03-06,D006,Cargo Bike,Next Day,3.18,29.3,Delivered,7,0.0
PNL00003153,2025-01-08,D003,Electric Van,International,0.33,11.5,Delivered,1,0.0
PNL00003154,2025-02-14,D007,Diesel Van,Standard,1.75,19.9,Delivered,7,2.985
PNL00003155,2025-03-28,D001,Diesel Van,Next Day,5.86,16.8,Delivered,6,2.52
PNL00003156,2025-02-16,D007,Diesel Van,Standard,13.75,2.5,Delivered,5,0.375
PNL00003157,2025-02-09,D004,Cargo Bike,International,0.73,15.5,Failed-Address,5,0.0
PNL00003158,2025-03-17,D005,Electric Van,Next Day,4.76,22.9,Delayed,1,0.0
PNL00003159,2025-02-23,D004,Diesel Van,Next Day,23.47,27.8,Delivered,6,4.17
PNL00003160,2025-03-17,D006,Diesel Van,International,22.89,42.2,Delayed,4,6.33
PNL00003161,2025-02-15,D001,Diesel Van,Next Day,23.71,12.3,Delivered,1,1.845
PNL00003162,2025-02-16,D005,Diesel Van,Next Day,27.65,8.6,Delivered,8,1.2899999999999998
PNL00003163,2025-01-15,D006,Diesel Van,Next Day,3.66,39.4,Delivered,8,5.909999999999999
PNL00003164,2025-01-19,D004,Cargo Bike,Standard,4.98,42.5,Delivered,4,0.0
PNL00003165,2025-01-26,D004,Diesel Van,Standard,10.07,23.0,Delivered,7,3.4499999999999997
PNL00003166,2025-02-21,D005,Cargo Bike,Next Day,27.46,7.0,Delivered,3,0.0
PNL00003167,2025-01-22,D001,Diesel Van,International,23.29,22.9,Delivered,8,3.4349999999999996
PNL00003168,2025-01-21,D004,Electric Van,International,9.79,6.7,Delivered,7,0.0
PNL00003169,2025-02-20,D003,Electric Van,Standard,2.72,40.0,Delivered,5,0.0
PNL00003170,2025-02-07,D006,Electric Van,International,18.53,32.5,Delivered,5,0.0
PNL00003171,2025-01-20,D005,Diesel Van,Next Day,7.78,12.4,Delivered,9,1.8599999999999999
PNL00003172,2025-01-29,D002,Diesel Van,International,15.98,40.1,Delivered,6,6.015
PNL00003173,2025-02-20,D002,Cargo Bike,Standard,28.26,29.4,Delivered,6,0.0
PNL00003174,2025-01-04,D001,Cargo Bike,Standard,17.22,43.0,Delivered,2,0.0
PNL00003175,2025-02-24,D003,Electric Van,Next Day,27.72,44.2,Delivered,5,0.0
PNL00003176,2025-03-12,D004,Electric Van,Standard,11.85,2.1,Delivered,4,0.0
PNL00003177,2025-01-28,D002,Electric Van,Standard,19.04,7.2,Returned,10,0.0
PNL00003178,2025-01-04,D001,Diesel Van,Standard,26.83,25.5,Failed-Address,3,3.8249999999999997
PNL00003179,2025-01-22,D006,Electric Van,International,17.68,43.1,Delivered,9,0.0
PNL00003180,2025-03-17,D003,Electric Van,Standard,18.49,44.8,Delivered,7,0.0
PNL00003181,2025-02-14,D003,Large Truck,International,21.52,26.4,Delivered,4,22.439999999999998
PNL00003182,2025-03-08,D007,Cargo Bike,Standard,26.48,9.5,Delivered,9,0.0
PNL00003183,2025-03-27,D001,Electric Van,Standard,2.74,9.0,Failed-Address,9,0.0
PNL00003184,2025-03-07,D001,Diesel Van,International,10.17,34.8,Delivered,7,5.22
PNL00003185,2025-03-29,D007,Diesel Van,International,11.99,27.5,Delivered,5,4.125
PNL00003186,2025-02-03,D004,Cargo Bike,Next Day,27.3,25.6,Delivered,9,0.0
PNL00003187,2025-02-24,D001,Diesel Van,Next Day,28.68,22.0,Delivered,7,3.3
PNL00003188,2025-01-01,D007,Electric Van,International,3.7,33.2,Delivered,9,0.0
PNL00003189,2025-03-13,D004,Cargo Bike,Standard,3.66,38.9,Delivered,3,0.0
PNL00003190,2025-03-28,D004,Diesel Van,Next Day,28.05,15.0,Delivered,9,2.25
PNL00003191,2025-02-07,D005,Electric Van,International,8.94,11.5,Delivered,1,0.0
PNL00003192,2025-01-06,D003,Diesel Van,International,7.33,30.8,Delivered,5,4.62
PNL00003193,2025-03-27,D006,Diesel Van,Standard,1.17,41.3,Delivered,2,6.194999999999999
PNL00003194,2025-01-25,D003,Diesel Van,International,8.34,17.0,Delivered,1,2.55
PNL00003195,2025-03-23,D003,Electric Van,Next Day,20.84,13.7,Delivered,3,0.0
PNL00003196,2025-01-17,D005,Diesel Van,Standard,12.84,11.7,Delivered,7,1.755
PNL00003197,2025-03-02,D004,Electric Van,International,15.55,12.9,Delivered,3,0.0
